SepalLengthCm,PetalLengthCm,Species_Iris-versicolor,Species_Iris-virginica
0.6666666666666667,0.7796610169491525,False,True
0.7222222222222223,0.6949152542372881,False,True
0.4166666666666665,0.6949152542372881,False,True
0.6944444444444444,0.8305084745762712,False,True
0.6666666666666667,0.7966101694915254,False,True
0.6666666666666667,0.711864406779661,False,True
0.5555555555555556,0.6779661016949152,False,True
0.6111111111111112,0.711864406779661,False,True
0.5277777777777779,0.7457627118644068,False,True
0.4444444444444446,0.6949152542372881,False,True
